"";"genes";"ensembl";"symbol"
"43759";"ENSG00000257465";"ENSG00000257465";"ELOCP32"
"43760";"ENSG00000257467";"ENSG00000257467";"PPFIA2-AS1"
"43761";"ENSG00000257470";"ENSG00000257470";"ENSG00000257470"
"43762";"ENSG00000257472";"ENSG00000257472";"ENSG00000257472"
"43763";"ENSG00000257474";"ENSG00000257474";"ENSG00000257474"
"43764";"ENSG00000257475";"ENSG00000257475";"ENSG00000257475"
"43765";"ENSG00000257476";"ENSG00000257476";"LINC02459"
"43766";"ENSG00000257477";"ENSG00000257477";"LINC01154"
"43767";"ENSG00000257480";"ENSG00000257480";"MRPL2P1"
"43768";"ENSG00000257488";"ENSG00000257488";"LINC02354"
"43769";"ENSG00000257489";"ENSG00000257489";"ENSG00000257489"
"43770";"ENSG00000257493";"ENSG00000257493";"ENSG00000257493"
"43771";"ENSG00000257494";"ENSG00000257494";"ENSG00000257494"
"43772";"ENSG00000257495";"ENSG00000257495";"KRT73-AS1"
"43773";"ENSG00000257496";"ENSG00000257496";"ENSG00000257496"
"43774";"ENSG00000257497";"ENSG00000257497";"ENSG00000257497"
"43775";"ENSG00000257500";"ENSG00000257500";"ENSG00000257500"
"43776";"ENSG00000257501";"ENSG00000257501";"PAFAH1B2P2"
"43777";"ENSG00000257503";"ENSG00000257503";"CYB5AP5"
"43778";"ENSG00000257504";"ENSG00000257504";"LINC02297"
"43779";"ENSG00000257506";"ENSG00000257506";"ENSG00000257506"
"43780";"ENSG00000257507";"ENSG00000257507";"LINC02373"
"43781";"ENSG00000257509";"ENSG00000257509";"ENSG00000257509"
"43782";"ENSG00000257510";"ENSG00000257510";"LINC02402"
"43783";"ENSG00000257511";"ENSG00000257511";"ENSG00000257511"
"43784";"ENSG00000257512";"ENSG00000257512";"ENSG00000257512"
"43785";"ENSG00000257513";"ENSG00000257513";"NPIPB1P"
"43786";"ENSG00000257514";"ENSG00000257514";"ENSG00000257514"
"43787";"ENSG00000257515";"ENSG00000257515";"ENSG00000257515"
"43788";"ENSG00000257517";"ENSG00000257517";"ENSG00000257517"
"43789";"ENSG00000257519";"ENSG00000257519";"ENSG00000257519"
"43790";"ENSG00000257520";"ENSG00000257520";"ENSG00000257520"
"43791";"ENSG00000257522";"ENSG00000257522";"ENSG00000257522"
"43792";"ENSG00000257523";"ENSG00000257523";"LINC02326"
"43793";"ENSG00000257524";"ENSG00000257524";"ENSG00000257524"
"43794";"ENSG00000257526";"ENSG00000257526";"ENSG00000257526"
"43795";"ENSG00000257527";"ENSG00000257527";"ENSG00000257527"
"43796";"ENSG00000257528";"ENSG00000257528";"KRT8P19"
"43797";"ENSG00000257529";"ENSG00000257529";"RPL36A-HNRNPH2"
"43798";"ENSG00000257530";"ENSG00000257530";"BICD1-AS1"
"43799";"ENSG00000257531";"ENSG00000257531";"ENSG00000257531"
"43800";"ENSG00000257534";"ENSG00000257534";"ENSG00000257534"
"43801";"ENSG00000257539";"ENSG00000257539";"HSPA8P14"
"43802";"ENSG00000257541";"ENSG00000257541";"LINC02403"
"43803";"ENSG00000257542";"ENSG00000257542";"OR7E47P"
"43804";"ENSG00000257543";"ENSG00000257543";"ENSG00000257543"
"43805";"ENSG00000257545";"ENSG00000257545";"ENSG00000257545"
"43806";"ENSG00000257548";"ENSG00000257548";"ENSG00000257548"
"43807";"ENSG00000257550";"ENSG00000257550";"ENSG00000257550"
"43808";"ENSG00000257551";"ENSG00000257551";"HLX-AS1"
"43809";"ENSG00000257553";"ENSG00000257553";"ENSG00000257553"
"43810";"ENSG00000257556";"ENSG00000257556";"LINC02298"
"43811";"ENSG00000257557";"ENSG00000257557";"PPP1R12A-AS1"
"43812";"ENSG00000257558";"ENSG00000257558";"ENSG00000257558"
"43813";"ENSG00000257563";"ENSG00000257563";"ENSG00000257563"
"43814";"ENSG00000257564";"ENSG00000257564";"ENSG00000257564"
"43815";"ENSG00000257568";"ENSG00000257568";"ENSG00000257568"
"43816";"ENSG00000257569";"ENSG00000257569";"GSTP1P1"
"43817";"ENSG00000257570";"ENSG00000257570";"ENSG00000257570"
"43818";"ENSG00000257572";"ENSG00000257572";"SSBL3P"
"43819";"ENSG00000257576";"ENSG00000257576";"HSPD1P4"
"43820";"ENSG00000257579";"ENSG00000257579";"ENSG00000257579"
"43821";"ENSG00000257580";"ENSG00000257580";"ENSG00000257580"
"43822";"ENSG00000257582";"ENSG00000257582";"LINC01475"
"43823";"ENSG00000257585";"ENSG00000257585";"LINC00609"
"43824";"ENSG00000257586";"ENSG00000257586";"ENSG00000257586"
"43825";"ENSG00000257587";"ENSG00000257587";"ENSG00000257587"
"43826";"ENSG00000257588";"ENSG00000257588";"AQP5-AS1"
"43827";"ENSG00000257591";"ENSG00000257591";"ZNF625"
"43828";"ENSG00000257594";"ENSG00000257594";"GALNT4"
"43829";"ENSG00000257595";"ENSG00000257595";"LINC02356"
"43830";"ENSG00000257596";"ENSG00000257596";"SCAT2"
"43831";"ENSG00000257599";"ENSG00000257599";"OVCH1-AS1"
"43832";"ENSG00000257603";"ENSG00000257603";"ENSG00000257603"
"43833";"ENSG00000257604";"ENSG00000257604";"ENSG00000257604"
"43834";"ENSG00000257605";"ENSG00000257605";"MYG1-AS1"
"43835";"ENSG00000257607";"ENSG00000257607";"ENSG00000257607"
"43836";"ENSG00000257609";"ENSG00000257609";"ENSG00000257609"
"43837";"ENSG00000257611";"ENSG00000257611";"ENSG00000257611"
"43838";"ENSG00000257612";"ENSG00000257612";"MIR4307HG"
"43839";"ENSG00000257613";NA;"ENSG00000257613"
"43840";"ENSG00000257614";"ENSG00000257614";"ENSG00000257614"
"43841";"ENSG00000257616";"ENSG00000257616";"ENSG00000257616"
"43842";"ENSG00000257621";"ENSG00000257621";"PSMA3-AS1"
"43843";"ENSG00000257622";"ENSG00000257622";"ENSG00000257622"
"43844";"ENSG00000257624";"ENSG00000257624";"ENSG00000257624"
"43845";"ENSG00000257629";"ENSG00000257629";"ENSG00000257629"
"43846";"ENSG00000257634";"ENSG00000257634";"ENSG00000257634"
"43847";"ENSG00000257635";"ENSG00000257635";"ENSG00000257635"
"43848";"ENSG00000257636";"ENSG00000257636";"G2E3-AS1"
"43849";"ENSG00000257639";"ENSG00000257639";"ENSG00000257639"
"43850";"ENSG00000257642";"ENSG00000257642";"ENSG00000257642"
"43851";"ENSG00000257643";"ENSG00000257643";"ENSG00000257643"
"43852";"ENSG00000257644";"ENSG00000257644";"ENSG00000257644"
"43853";"ENSG00000257645";"ENSG00000257645";"ENSG00000257645"
"43854";"ENSG00000257647";"ENSG00000257647";"ENSG00000257647"
"43855";"ENSG00000257648";"ENSG00000257648";"CYCSP30"
"43856";"ENSG00000257649";"ENSG00000257649";"METTL7AP1"
"43857";"ENSG00000257653";"ENSG00000257653";"ENSG00000257653"
"43858";"ENSG00000257654";"ENSG00000257654";"ENSG00000257654"
"43859";"ENSG00000257657";"ENSG00000257657";"ENSG00000257657"
"43860";"ENSG00000257658";"ENSG00000257658";"ENSG00000257658"
"43861";"ENSG00000257660";"ENSG00000257660";"ADCY6-DT"
"43862";"ENSG00000257662";"ENSG00000257662";"EIF4A1P12"
"43863";"ENSG00000257663";"ENSG00000257663";"ENSG00000257663"
"43864";"ENSG00000257664";"ENSG00000257664";"RSL24D1P5"
"43865";"ENSG00000257666";"ENSG00000257666";"CBX3P5"
"43866";"ENSG00000257668";"ENSG00000257668";"ENSG00000257668"
"43867";"ENSG00000257671";"ENSG00000257671";"KRT7-AS"
"43868";"ENSG00000257672";"ENSG00000257672";"ENSG00000257672"
"43869";"ENSG00000257674";"ENSG00000257674";"ENSG00000257674"
"43870";"ENSG00000257675";"ENSG00000257675";"BTBD10P1"
"43871";"ENSG00000257677";"ENSG00000257677";"LINC02464"
"43872";"ENSG00000257680";"ENSG00000257680";"ENSG00000257680"
"43873";"ENSG00000257681";"ENSG00000257681";"ENSG00000257681"
"43874";"ENSG00000257682";"ENSG00000257682";"ENSG00000257682"
"43875";"ENSG00000257683";"ENSG00000257683";"LINC02463"
"43876";"ENSG00000257687";"ENSG00000257687";"ENSG00000257687"
"43877";"ENSG00000257691";"ENSG00000257691";"ENSG00000257691"
"43878";"ENSG00000257696";"ENSG00000257696";"UHRF1BP1L-DT"
"43879";"ENSG00000257698";"ENSG00000257698";"GIHCG"
"43880";"ENSG00000257700";"ENSG00000257700";"ENSG00000257700"
"43881";"ENSG00000257702";"ENSG00000257702";"LBX2-AS1"
"43882";"ENSG00000257703";"ENSG00000257703";"ENSG00000257703"
"43883";"ENSG00000257704";"ENSG00000257704";"INAFM1"
"43884";"ENSG00000257711";"ENSG00000257711";"ENSG00000257711"
"43885";"ENSG00000257715";"ENSG00000257715";"ENSG00000257715"
"43886";"ENSG00000257718";"ENSG00000257718";"CPNE8-AS1"
"43887";"ENSG00000257720";"ENSG00000257720";"ILF2P2"
"43888";"ENSG00000257721";"ENSG00000257721";"ENSG00000257721"
"43889";"ENSG00000257723";"ENSG00000257723";"CHCHD3P2"
"43890";"ENSG00000257725";"ENSG00000257725";"LINC02399"
"43891";"ENSG00000257726";"ENSG00000257726";"ENSG00000257726"
"43892";"ENSG00000257727";"ENSG00000257727";"CNPY2"
"43893";"ENSG00000257729";"ENSG00000257729";"ENSG00000257729"
"43894";"ENSG00000257730";"ENSG00000257730";"LSM6P2"
"43895";"ENSG00000257731";"ENSG00000257731";"ENSG00000257731"
"43896";"ENSG00000257732";"ENSG00000257732";"ENSG00000257732"
"43897";"ENSG00000257735";"ENSG00000257735";"ENSG00000257735"
"43898";"ENSG00000257737";"ENSG00000257737";"ENSG00000257737"
"43899";"ENSG00000257738";"ENSG00000257738";"ENSG00000257738"
"43900";"ENSG00000257740";"ENSG00000257740";"ENSG00000257740"
"43901";"ENSG00000257741";"ENSG00000257741";"LINC01490"
"43902";"ENSG00000257743";"ENSG00000257743";"MGAM2"
"43903";"ENSG00000257746";"ENSG00000257746";"ENSG00000257746"
"43904";"ENSG00000257747";"ENSG00000257747";"LINC02426"
"43905";"ENSG00000257748";"ENSG00000257748";"LINC02281"
"43906";"ENSG00000257750";"ENSG00000257750";"LINC02445"
"43907";"ENSG00000257751";"ENSG00000257751";"ENSG00000257751"
"43908";"ENSG00000257752";"ENSG00000257752";"ENSG00000257752"
"43909";"ENSG00000257754";"ENSG00000257754";"ENSG00000257754"
"43910";"ENSG00000257756";"ENSG00000257756";"LINC02386"
"43911";"ENSG00000257757";"ENSG00000257757";"OR6C7P"
"43912";"ENSG00000257758";"ENSG00000257758";"KRT18P20"
"43913";"ENSG00000257759";"ENSG00000257759";"ENSG00000257759"
"43914";"ENSG00000257761";"ENSG00000257761";"ENSG00000257761"
"43915";"ENSG00000257762";"ENSG00000257762";"LINC02401"
"43916";"ENSG00000257763";"ENSG00000257763";"OR5BK1P"
"43917";"ENSG00000257764";"ENSG00000257764";"ENSG00000257764"
"43918";"ENSG00000257766";"ENSG00000257766";"ENSG00000257766"
"43919";"ENSG00000257767";"ENSG00000257767";"ENSG00000257767"
"43920";"ENSG00000257769";"ENSG00000257769";"ENSG00000257769"
"43921";"ENSG00000257771";"ENSG00000257771";"LINC02395"
"43922";"ENSG00000257773";"ENSG00000257773";"ST13P3"
"43923";"ENSG00000257777";"ENSG00000257777";"ENSG00000257777"
"43924";"ENSG00000257779";"ENSG00000257779";"ENSG00000257779"
"43925";"ENSG00000257780";"ENSG00000257780";"GLYCAM1"
"43926";"ENSG00000257781";"ENSG00000257781";"ENSG00000257781"
"43927";"ENSG00000257784";"ENSG00000257784";"LINC02400"
"43928";"ENSG00000257786";"ENSG00000257786";"AKIRIN1P1"
"43929";"ENSG00000257787";"ENSG00000257787";"ENSG00000257787"
"43930";"ENSG00000257790";"ENSG00000257790";"EIF4A1P4"
"43931";"ENSG00000257792";"ENSG00000257792";"OR5BJ1P"
"43932";"ENSG00000257797";"ENSG00000257797";"ENSG00000257797"
"43933";"ENSG00000257800";"ENSG00000257800";"FNBP1P1"
"43934";"ENSG00000257802";"ENSG00000257802";"MRS2P2"
"43935";"ENSG00000257803";"ENSG00000257803";"PIGAP1"
"43936";"ENSG00000257807";"ENSG00000257807";"ENSG00000257807"
"43937";"ENSG00000257808";"ENSG00000257808";"ENSG00000257808"
"43938";"ENSG00000257809";"ENSG00000257809";"MYL6B-AS1"
"43939";"ENSG00000257813";"ENSG00000257813";"ENSG00000257813"
"43940";"ENSG00000257815";"ENSG00000257815";"PRANCR"
"43941";"ENSG00000257817";"ENSG00000257817";"TBX3-AS1"
"43942";"ENSG00000257818";"ENSG00000257818";"C1GALT1P1"
"43943";"ENSG00000257820";"ENSG00000257820";"MRPS6P4"
"43944";"ENSG00000257823";"ENSG00000257823";"ENSG00000257823"
"43945";"ENSG00000257824";"ENSG00000257824";"ENSG00000257824"
"43946";"ENSG00000257825";"ENSG00000257825";"ENSG00000257825"
"43947";"ENSG00000257826";"ENSG00000257826";"ENSG00000257826"
"43948";"ENSG00000257829";"ENSG00000257829";"ENSG00000257829"
"43949";"ENSG00000257830";"ENSG00000257830";"ENSG00000257830"
"43950";"ENSG00000257831";"ENSG00000257831";"ENSG00000257831"
"43951";"ENSG00000257835";"ENSG00000257835";"ENSG00000257835"
"43952";"ENSG00000257837";"ENSG00000257837";"ENSG00000257837"
"43953";"ENSG00000257838";"ENSG00000257838";"OTOAP1"
"43954";"ENSG00000257839";"ENSG00000257839";"PHLDA1-DT"
"43955";"ENSG00000257842";"ENSG00000257842";"NOVA1-DT"
"43956";"ENSG00000257844";"ENSG00000257844";"KRT90P"
"43957";"ENSG00000257845";"ENSG00000257845";"LINC02294"
"43958";"ENSG00000257846";"ENSG00000257846";"ENSG00000257846"
"43959";"ENSG00000257847";"ENSG00000257847";"LSM3P2"
"43960";"ENSG00000257848";"ENSG00000257848";"ENSG00000257848"
"43961";"ENSG00000257849";"ENSG00000257849";"ENSG00000257849"
"43962";"ENSG00000257851";"ENSG00000257851";"HNRNPA3P10"
"43963";"ENSG00000257852";"ENSG00000257852";"ENSG00000257852"
"43964";"ENSG00000257853";"ENSG00000257853";"MED15P1"
"43965";"ENSG00000257855";"ENSG00000257855";"ENSG00000257855"
"43966";"ENSG00000257858";"ENSG00000257858";"MTND1P24"
"43967";"ENSG00000257859";"ENSG00000257859";"CASC18"
"43968";"ENSG00000257860";"ENSG00000257860";"ENSG00000257860"
"43969";"ENSG00000257863";"ENSG00000257863";"ENSG00000257863"
"43970";"ENSG00000257864";"ENSG00000257864";"ENSG00000257864"
"43971";"ENSG00000257865";"ENSG00000257865";"ENSG00000257865"
"43972";"ENSG00000257869";"ENSG00000257869";"ENSG00000257869"
"43973";"ENSG00000257870";"ENSG00000257870";"ENSG00000257870"
"43974";"ENSG00000257872";"ENSG00000257872";"ENSG00000257872"
"43975";"ENSG00000257875";"ENSG00000257875";"ENSG00000257875"
"43976";"ENSG00000257878";"ENSG00000257878";"ENSG00000257878"
"43977";"ENSG00000257879";"ENSG00000257879";"ENSG00000257879"
"43978";"ENSG00000257880";"ENSG00000257880";"ENSG00000257880"
"43979";"ENSG00000257883";"ENSG00000257883";"ENSG00000257883"
"43980";"ENSG00000257884";"ENSG00000257884";"ENSG00000257884"
"43981";"ENSG00000257885";"ENSG00000257885";"PHBP18"
"43982";"ENSG00000257890";"ENSG00000257890";"ENSG00000257890"
"43983";"ENSG00000257891";"ENSG00000257891";"ENSG00000257891"
"43984";"ENSG00000257893";"ENSG00000257893";"LINC02404"
"43985";"ENSG00000257894";"ENSG00000257894";"ENSG00000257894"
"43986";"ENSG00000257896";"ENSG00000257896";"ENSG00000257896"
"43987";"ENSG00000257897";"ENSG00000257897";"ENSG00000257897"
"43988";"ENSG00000257900";"ENSG00000257900";"ENSG00000257900"
"43989";"ENSG00000257904";"ENSG00000257904";"ENSG00000257904"
"43990";"ENSG00000257905";"ENSG00000257905";"ENSG00000257905"
"43991";"ENSG00000257906";"ENSG00000257906";"LINC02156"
"43992";"ENSG00000257907";"ENSG00000257907";"EEF1A1P17"
"43993";"ENSG00000257910";"ENSG00000257910";"ENSG00000257910"
"43994";"ENSG00000257912";"ENSG00000257912";"LINC02258"
"43995";"ENSG00000257913";"ENSG00000257913";"DDN-AS1"
"43996";"ENSG00000257915";"ENSG00000257915";"GLULP5"
"43997";"ENSG00000257918";"ENSG00000257918";"ENSG00000257918"
"43998";"ENSG00000257920";"ENSG00000257920";"LINC02409"
"43999";"ENSG00000257921";"ENSG00000257921";"ENSG00000257921"
"44000";"ENSG00000257923";"ENSG00000257923";"CUX1"
"44001";"ENSG00000257924";"ENSG00000257924";"LINC02416"
"44002";"ENSG00000257925";"ENSG00000257925";"ENSG00000257925"
"44003";"ENSG00000257927";"ENSG00000257927";"MRPS36P5"
"44004";"ENSG00000257932";"ENSG00000257932";"ENSG00000257932"
"44005";"ENSG00000257935";"ENSG00000257935";"LHX5-AS1"
"44006";"ENSG00000257940";"ENSG00000257940";"ENSG00000257940"
"44007";"ENSG00000257941";"ENSG00000257941";"ENSG00000257941"
"44008";"ENSG00000257943";"ENSG00000257943";"ENSG00000257943"
"44009";"ENSG00000257947";"ENSG00000257947";"ENSG00000257947"
"44010";"ENSG00000257948";"ENSG00000257948";"ENSG00000257948"
"44011";"ENSG00000257949";"ENSG00000257949";"TEN1"
"44012";"ENSG00000257950";"ENSG00000257950";"P2RX5-TAX1BP3"
"44013";"ENSG00000257951";"ENSG00000257951";"ENSG00000257951"
"44014";"ENSG00000257953";"ENSG00000257953";"ENSG00000257953"
"44015";"ENSG00000257954";"ENSG00000257954";"ENSG00000257954"
"44016";"ENSG00000257955";"ENSG00000257955";"ENSG00000257955"
"44017";"ENSG00000257956";"ENSG00000257956";"NOP56P3"
"44018";"ENSG00000257957";"ENSG00000257957";"QRSL1P3"
"44019";"ENSG00000257958";"ENSG00000257958";"ENSG00000257958"
"44020";"ENSG00000257959";"ENSG00000257959";"ENSG00000257959"
"44021";"ENSG00000257962";"ENSG00000257962";"ENSG00000257962"
"44022";"ENSG00000257964";"ENSG00000257964";"ENSG00000257964"
"44023";"ENSG00000257966";"ENSG00000257966";"OLA1P3"
"44024";"ENSG00000257976";"ENSG00000257976";"ENSG00000257976"
"44025";"ENSG00000257979";"ENSG00000257979";"SNRPGP18"
"44026";"ENSG00000257985";"ENSG00000257985";"ENSG00000257985"
"44027";"ENSG00000257986";"ENSG00000257986";"LINC02306"
"44028";"ENSG00000257987";"ENSG00000257987";"TEX49"
"44029";"ENSG00000257989";"ENSG00000257989";"ENSG00000257989"
"44030";"ENSG00000257991";"ENSG00000257991";"ENSG00000257991"
"44031";"ENSG00000257994";"ENSG00000257994";"ENSG00000257994"
"44032";"ENSG00000257995";"ENSG00000257995";"ENSG00000257995"
"44033";"ENSG00000257997";"ENSG00000257997";"ENSG00000257997"
"44034";"ENSG00000257998";"ENSG00000257998";"ENSG00000257998"
"44035";"ENSG00000258001";"ENSG00000258001";"R3HDM2-DT"
"44036";"ENSG00000258007";"ENSG00000258007";"ENSG00000258007"
"44037";"ENSG00000258010";"ENSG00000258010";"ENSG00000258010"
"44038";"ENSG00000258011";"ENSG00000258011";"HMGA1P3"
"44039";"ENSG00000258012";"ENSG00000258012";"ENSG00000258012"
"44040";"ENSG00000258013";"ENSG00000258013";"RPL3P13"
"44041";"ENSG00000258016";"ENSG00000258016";"HIGD1AP1"
"44042";"ENSG00000258017";"ENSG00000258017";"ENSG00000258017"
"44043";"ENSG00000258018";"ENSG00000258018";"LINC02457"
"44044";"ENSG00000258021";"ENSG00000258021";"ENSG00000258021"
"44045";"ENSG00000258024";"ENSG00000258024";"OR5BT1P"
"44046";"ENSG00000258026";"ENSG00000258026";"ENSG00000258026"
"44047";"ENSG00000258027";"ENSG00000258027";"NF1P4"
"44048";"ENSG00000258028";"ENSG00000258028";"ENSG00000258028"
"44049";"ENSG00000258033";"ENSG00000258033";"SNX5P2"
"44050";"ENSG00000258034";"ENSG00000258034";"ENSG00000258034"
"44051";"ENSG00000258035";"ENSG00000258035";"ENSG00000258035"
"44052";"ENSG00000258036";"ENSG00000258036";"KRT125P"
"44053";"ENSG00000258038";"ENSG00000258038";"LINC02327"
"44054";"ENSG00000258039";"ENSG00000258039";"ENSG00000258039"
"44055";"ENSG00000258044";"ENSG00000258044";"ENSG00000258044"
"44056";"ENSG00000258045";"ENSG00000258045";"ENSG00000258045"
"44057";"ENSG00000258048";"ENSG00000258048";"PPP1R12A-AS2"
"44058";"ENSG00000258050";"ENSG00000258050";"ENSG00000258050"
"44059";"ENSG00000258051";"ENSG00000258051";"ENSG00000258051"
"44060";"ENSG00000258052";"ENSG00000258052";"ENSG00000258052"
"44061";"ENSG00000258053";"ENSG00000258053";"ENSG00000258053"
"44062";"ENSG00000258056";"ENSG00000258056";"CD63-AS1"
"44063";"ENSG00000258057";"ENSG00000258057";"BCDIN3D-AS1"
"44064";"ENSG00000258064";"ENSG00000258064";"ENSG00000258064"
"44065";"ENSG00000258065";"ENSG00000258065";"ENSG00000258065"
"44066";"ENSG00000258066";"ENSG00000258066";"ENSG00000258066"
"44067";"ENSG00000258068";"ENSG00000258068";"ENSG00000258068"
"44068";"ENSG00000258071";"ENSG00000258071";"ARL2BPP2"
"44069";"ENSG00000258072";"ENSG00000258072";"ENSG00000258072"
"44070";"ENSG00000258073";"ENSG00000258073";"ENSG00000258073"
"44071";"ENSG00000258074";"ENSG00000258074";"VTI1BP3"
"44072";"ENSG00000258076";"ENSG00000258076";"ENSG00000258076"
"44073";"ENSG00000258077";"ENSG00000258077";"ENSG00000258077"
"44074";"ENSG00000258080";"ENSG00000258080";"ARHGAP42P4"
"44075";"ENSG00000258081";"ENSG00000258081";"ENSG00000258081"
"44076";"ENSG00000258082";"ENSG00000258082";"ENSG00000258082"
"44077";"ENSG00000258083";"ENSG00000258083";"OR9A4"
"44078";"ENSG00000258084";"ENSG00000258084";"ENSG00000258084"
"44079";"ENSG00000258086";"ENSG00000258086";"ENSG00000258086"
"44080";"ENSG00000258088";"ENSG00000258088";"ENSG00000258088"
"44081";"ENSG00000258090";"ENSG00000258090";"ENSG00000258090"
"44082";"ENSG00000258091";"ENSG00000258091";"ENSG00000258091"
"44083";"ENSG00000258092";"ENSG00000258092";"ENSG00000258092"
"44084";"ENSG00000258096";"ENSG00000258096";"SLC38A2-AS1"
"44085";"ENSG00000258098";"ENSG00000258098";"LINC02286"
"44086";"ENSG00000258099";"ENSG00000258099";"ATXN2-AS"
"44087";"ENSG00000258100";"ENSG00000258100";"LINC02823"
"44088";"ENSG00000258101";"ENSG00000258101";"ENSG00000258101"
"44089";"ENSG00000258102";"ENSG00000258102";"MAP1LC3B2"
"44090";"ENSG00000258104";"ENSG00000258104";"HIGD1AP9"
"44091";"ENSG00000258107";"ENSG00000258107";"ENSG00000258107"
"44092";"ENSG00000258108";"ENSG00000258108";"ENSG00000258108"
"44093";"ENSG00000258111";"ENSG00000258111";"ENSG00000258111"
"44094";"ENSG00000258112";"ENSG00000258112";"CCNG2P1"
"44095";"ENSG00000258114";"ENSG00000258114";"ENSG00000258114"
"44096";"ENSG00000258115";"ENSG00000258115";"ENSG00000258115"
"44097";"ENSG00000258116";"ENSG00000258116";"PPIAP45"
"44098";"ENSG00000258117";"ENSG00000258117";"ENSG00000258117"
"44099";"ENSG00000258118";"ENSG00000258118";"PPIAP44"
"44100";"ENSG00000258119";"ENSG00000258119";"ENSG00000258119"
"44101";"ENSG00000258120";"ENSG00000258120";"KRT128P"
"44102";"ENSG00000258121";"ENSG00000258121";"ENSG00000258121"
